@relation Dry_Beans_Dataset-weka.filters.unsupervised.instance.Randomize-S98225-weka.filters.unsupervised.instance.Randomize-S98225-weka.filters.unsupervised.instance.Randomize-S98225-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V

@attribute Area numeric
@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute AspectRation numeric
@attribute Eccentricity numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
63441,964.004,364.01511,224.015925,1.624952,0.788213,64762,284.210468,0.728303,0.979602,0.857871,0.780766,0.005738,0.001315,0.609595,0.990562,CALI
39102,715.945,254.584549,195.929847,1.299366,0.638519,39444,223.128243,0.751933,0.991329,0.958627,0.876441,0.006511,0.00237,0.768148,0.998105,SEKER
60361,982.77,396.387791,194.860033,2.034218,0.870827,61211,277.225562,0.704321,0.986114,0.785349,0.69938,0.006567,0.000969,0.489132,0.995001,HOROZ
41945,779.596,305.903081,175.367764,1.744352,0.81936,42389,231.097453,0.725391,0.989526,0.867263,0.75546,0.007293,0.001465,0.570719,0.995535,SIRA
42140,779.769,289.657357,187.096078,1.548174,0.763403,42663,231.63401,0.758132,0.987741,0.870908,0.799683,0.006874,0.001734,0.639493,0.990046,SIRA
97060,1246.469,407.924022,303.898305,1.342304,0.667078,98830,351.540368,0.759944,0.98209,0.785032,0.861779,0.004203,0.00143,0.742663,0.99688,BARBUNYA
68545,1007.411,387.444769,226.716538,1.708939,0.810919,69351,295.422079,0.783568,0.988378,0.848735,0.762488,0.005652,0.001179,0.581388,0.993557,CALI
40310,729.425,255.404609,201.238656,1.269163,0.615776,40674,226.548639,0.75166,0.991051,0.952054,0.887019,0.006336,0.00242,0.786802,0.99858,SEKER
27460,619.329,235.516516,148.872671,1.582,0.774878,27790,186.984379,0.780491,0.988125,0.899638,0.793933,0.008577,0.002102,0.63033,0.997182,DERMASON
31007,649.708,236.970536,167.114835,1.41801,0.708995,31375,198.694083,0.718353,0.988271,0.923067,0.838476,0.007642,0.00233,0.703042,0.99692,DERMASON
73777,1027.678,389.143248,243.14149,1.600481,0.780775,74836,306.489468,0.742821,0.985849,0.877843,0.787601,0.005275,0.001252,0.620315,0.992802,CALI
45134,786.873,291.139037,198.084883,1.469769,0.73286,45589,239.721492,0.810625,0.99002,0.916019,0.823392,0.006451,0.001829,0.677974,0.996465,SIRA
64437,1082.767,367.789471,223.939426,1.642361,0.793263,65869,286.432778,0.82335,0.97826,0.690677,0.778795,0.005708,0.001295,0.606522,0.996129,BARBUNYA
34800,698.814,257.285774,172.493167,1.491571,0.741969,35179,210.496404,0.76502,0.989227,0.895501,0.818142,0.007393,0.002043,0.669357,0.998393,DERMASON
36799,759.261,300.620295,157.233712,1.911933,0.852314,37393,216.457714,0.711353,0.984115,0.802165,0.720037,0.008169,0.001355,0.518453,0.991248,HOROZ
89968,1233.517,422.481645,272.76821,1.548867,0.763648,91792,338.453565,0.784548,0.980129,0.743032,0.801108,0.004696,0.001193,0.641775,0.994023,BARBUNYA
83936,1129.483,432.942517,252.003848,1.718,0.813137,86096,326.910744,0.709554,0.974912,0.826797,0.75509,0.005158,0.001034,0.570162,0.979537,CALI
31125,657.231,253.700362,156.848487,1.617487,0.785987,31517,199.071798,0.812493,0.987562,0.905489,0.784673,0.008151,0.001906,0.615712,0.995905,DERMASON
36775,691.274,244.738889,191.479912,1.278144,0.622796,37039,216.387117,0.75518,0.992872,0.967079,0.884155,0.006655,0.002509,0.78173,0.999164,SEKER
22705,552.565,207.416216,139.859235,1.483036,0.738464,23033,170.026186,0.73641,0.98576,0.934468,0.819734,0.009135,0.002544,0.671964,0.996547,DERMASON
182178,1655.89,635.919575,368.338607,1.726454,0.81517,183979,481.618349,0.796302,0.990211,0.834916,0.757357,0.003491,0.000708,0.57359,0.990277,BOMBAY
37132,720.788,256.383206,185.40753,1.382809,0.690675,37655,217.434889,0.721738,0.986111,0.898138,0.848086,0.006905,0.002203,0.719249,0.994584,DERMASON
35907,709.057,264.980839,173.148971,1.530363,0.756979,36296,213.818176,0.696601,0.989283,0.897484,0.806919,0.00738,0.00193,0.651119,0.996448,DERMASON
30640,655.654,243.988804,160.522191,1.519969,0.753098,31034,197.514707,0.718237,0.987304,0.895672,0.809524,0.007963,0.002109,0.655329,0.996079,DERMASON
47500,813.446,309.18005,196.742958,1.571492,0.771411,48001,245.924538,0.786424,0.989563,0.902082,0.795409,0.006509,0.001607,0.632675,0.994244,SIRA
48325,831.509,310.142657,198.864249,1.55957,0.767372,48774,248.051005,0.704251,0.990794,0.87831,0.799796,0.006418,0.00162,0.639674,0.997617,SIRA
49403,854.512,332.303688,191.130772,1.73862,0.818035,50080,250.802419,0.667789,0.986482,0.850211,0.754739,0.006726,0.001346,0.56963,0.99037,SIRA
56932,952.347,375.49348,195.072665,1.92489,0.854464,57821,269.236093,0.647735,0.984625,0.788816,0.717019,0.006595,0.001075,0.514117,0.989618,HOROZ
74353,1058.789,413.924606,231.102295,1.791088,0.829626,75245,307.683571,0.748711,0.988145,0.833469,0.743332,0.005567,0.001048,0.552543,0.989653,CALI
81344,1093.159,426.345434,245.346495,1.737728,0.817827,82172,321.82355,0.804685,0.989924,0.855399,0.754842,0.005241,0.00105,0.569787,0.990134,CALI
28123,621.919,234.315842,153.204901,1.529428,0.756633,28501,189.228211,0.758851,0.986737,0.9137,0.807578,0.008332,0.002186,0.652181,0.997465,DERMASON
73410,1030.239,399.99734,234.490636,1.705814,0.810144,74089,305.726209,0.808979,0.990835,0.869139,0.764321,0.005449,0.001147,0.584186,0.996512,CALI
73276,1056.912,406.267202,232.134428,1.750138,0.820683,74290,305.447051,0.704577,0.986351,0.824316,0.751838,0.005544,0.001093,0.56526,0.989283,CALI
35633,712.676,262.588482,173.493726,1.513533,0.750645,36022,213.000809,0.69498,0.989201,0.881613,0.811158,0.007369,0.001968,0.657978,0.995871,SIRA
32807,660.821,236.446478,176.984399,1.335974,0.663115,33156,204.379964,0.766089,0.989474,0.94408,0.864382,0.007207,0.002482,0.747155,0.99818,DERMASON
81568,1133.606,392.550268,265.871001,1.476469,0.735715,82755,322.266354,0.796594,0.985656,0.797637,0.820956,0.004813,0.001348,0.673968,0.995093,BARBUNYA
26591,601.403,225.937656,150.289746,1.503347,0.746681,26922,184.001937,0.710761,0.987705,0.923875,0.814393,0.008497,0.002306,0.663235,0.997073,DERMASON
31521,674.54,252.269992,159.605399,1.580586,0.774416,31958,200.33418,0.797515,0.986326,0.870551,0.794126,0.008003,0.001963,0.630636,0.996775,DERMASON
71461,1013.813,341.37522,267.511163,1.276116,0.62123,72475,301.640467,0.788439,0.986009,0.873702,0.883604,0.004777,0.001796,0.780756,0.996335,BARBUNYA
51035,861.296,336.827235,193.169796,1.743685,0.819207,51483,254.911318,0.779505,0.991298,0.864516,0.756801,0.0066,0.001336,0.572748,0.998693,SIRA
62333,973.114,390.894617,203.624668,1.919682,0.853606,63101,281.717661,0.67768,0.987829,0.827181,0.7207,0.006271,0.001044,0.519408,0.997099,HOROZ
64132,968.793,380.854177,215.968801,1.763469,0.823674,65166,285.754087,0.743404,0.984133,0.858663,0.750298,0.005939,0.001161,0.562947,0.992739,CALI
51967,904.803,354.403934,187.657828,1.888565,0.848308,52697,257.22838,0.62876,0.986147,0.797681,0.725806,0.00682,0.001167,0.526794,0.994884,HOROZ
32539,665.734,246.734862,168.233483,1.466622,0.731502,32911,203.543464,0.779508,0.988697,0.922598,0.824948,0.007583,0.002166,0.680539,0.998094,DERMASON
33462,689.937,265.469979,161.028495,1.64859,0.795023,33812,206.41013,0.827284,0.989649,0.88337,0.777527,0.007933,0.001789,0.604549,0.996653,SIRA
35494,689.381,253.049062,179.026992,1.413469,0.706734,35815,212.584958,0.720208,0.991037,0.938526,0.840094,0.007129,0.00219,0.705758,0.997566,DERMASON
71897,1092.347,390.016458,235.118444,1.658808,0.79786,73373,302.559256,0.719236,0.979884,0.75718,0.77576,0.005425,0.001212,0.601804,0.998277,BARBUNYA
23940,658.923,222.798446,137.92854,1.615318,0.785333,24923,174.589102,0.701477,0.960559,0.692891,0.783619,0.009307,0.002165,0.614059,0.9919,DERMASON
50599,893.763,358.011992,180.479552,1.983671,0.863636,51246,253.820109,0.745638,0.987375,0.795989,0.708971,0.007075,0.001103,0.50264,0.997072,SIRA
59990,977.492,410.833414,187.520389,2.190873,0.889755,60602,276.372286,0.746516,0.989901,0.788973,0.672711,0.006848,0.000865,0.452541,0.991459,HOROZ
45454,813.599,263.435036,220.467455,1.194893,0.547364,46295,240.569803,0.746028,0.981834,0.862901,0.913204,0.005796,0.002486,0.833941,0.99647,SEKER
170598,1620.307,614.402816,357.444041,1.718878,0.81335,172462,466.060211,0.685226,0.989192,0.816562,0.758558,0.003601,0.000736,0.57541,0.98906,BOMBAY
62626,993.13,363.843201,219.837837,1.655053,0.796825,63602,282.379,0.768483,0.984655,0.797907,0.776101,0.00581,0.0013,0.602332,0.996892,BARBUNYA
53367,912.246,376.352986,181.185052,2.077175,0.876488,54010,260.670241,0.632056,0.988095,0.805858,0.692622,0.007052,0.001001,0.479725,0.996472,HOROZ
181020,1593.456,594.89621,388.803196,1.53007,0.756871,182766,480.085224,0.784146,0.990447,0.895893,0.807007,0.003286,0.00086,0.65126,0.996473,BOMBAY
55382,922.802,367.797711,193.384583,1.901898,0.850614,55970,265.545763,0.703532,0.989494,0.817262,0.721989,0.006641,0.001113,0.521268,0.991398,HOROZ
49611,845.045,328.39532,193.348105,1.698467,0.808303,50219,251.329837,0.757605,0.987893,0.873028,0.765327,0.006619,0.001401,0.585726,0.994835,SIRA
36503,713.806,266.391496,174.719215,1.524683,0.754871,36922,215.585396,0.803889,0.988652,0.900281,0.80928,0.007298,0.001931,0.654935,0.998568,SIRA
44028,781.776,289.058119,194.509971,1.486084,0.739725,44525,236.76611,0.713605,0.988838,0.905262,0.819095,0.006565,0.001823,0.670917,0.997039,SIRA
50855,893.015,364.236892,179.322202,2.031187,0.870413,51595,254.461386,0.720826,0.985658,0.801357,0.698615,0.007162,0.001052,0.488063,0.991347,HOROZ
28929,637.003,245.240063,150.809112,1.626162,0.78857,29192,191.920678,0.812065,0.990991,0.895902,0.782583,0.008477,0.001961,0.612436,0.99592,DERMASON
56821,965.022,386.576908,187.601567,2.060627,0.874354,57528,268.973501,0.698261,0.98771,0.766733,0.695783,0.006803,0.000984,0.484113,0.997577,HOROZ
51184,919.251,373.210625,175.287345,2.129136,0.88284,51869,255.283162,0.80592,0.986794,0.76116,0.684019,0.007292,0.000985,0.467882,0.996184,HOROZ
28470,624.257,232.210019,157.019672,1.478859,0.736721,28802,190.392042,0.816836,0.988473,0.918059,0.819913,0.008156,0.002274,0.672258,0.994174,DERMASON
171028,1553.271,564.123032,387.736246,1.454914,0.726349,172608,466.647204,0.788962,0.990846,0.890805,0.827208,0.003298,0.000953,0.684273,0.995559,BOMBAY
45751,827.857,327.996199,178.426163,1.838274,0.839093,46370,241.354475,0.646996,0.986651,0.83888,0.735845,0.007169,0.001297,0.541468,0.995367,SIRA
48357,820.651,296.70432,207.81799,1.427712,0.71373,48825,248.133119,0.740094,0.990415,0.902303,0.836298,0.006136,0.001851,0.699394,0.998533,SEKER
78753,1088.013,376.492347,267.143675,1.409325,0.704646,79877,316.65665,0.741051,0.985928,0.836005,0.841071,0.004781,0.001476,0.7074,0.996956,BARBUNYA
66966,991.524,379.882028,226.43575,1.677659,0.802934,68108,291.999588,0.677184,0.983233,0.855968,0.768659,0.005673,0.001222,0.590836,0.991222,CALI
84766,1131.169,452.902255,239.68553,1.889569,0.848484,85821,328.523094,0.740036,0.987707,0.832485,0.725373,0.005343,0.000912,0.526166,0.994227,CALI
38104,722.895,262.025258,185.811714,1.410165,0.705071,38515,220.262388,0.819141,0.989329,0.916284,0.840615,0.006877,0.002118,0.706634,0.99647,SIRA
38157,723.294,265.886765,183.476374,1.449161,0.723757,38537,220.41552,0.771675,0.990139,0.916546,0.828983,0.006968,0.00203,0.687212,0.995881,DERMASON
191369,1683.208,650.456082,381.381268,1.705527,0.810073,194562,493.617847,0.824895,0.983589,0.848801,0.75888,0.003399,0.000695,0.575898,0.98221,BOMBAY
31033,654.47,250.577704,157.906516,1.586874,0.776457,31339,198.77737,0.780704,0.990236,0.910446,0.793276,0.008075,0.001972,0.629287,0.9986,DERMASON
36540,710.343,239.11494,195.10009,1.225601,0.578156,37058,215.694629,0.751635,0.986022,0.910002,0.902054,0.006544,0.002673,0.813702,0.997274,SEKER
45125,894.185,273.898294,211.270119,1.296437,0.636417,46673,239.69759,0.675504,0.966833,0.709206,0.875134,0.00607,0.002196,0.765859,0.992887,SEKER
39926,723.237,248.275046,205.005038,1.211068,0.564084,40308,225.466987,0.781025,0.990523,0.959189,0.908134,0.006218,0.002609,0.824707,0.998776,SEKER
74876,1076.913,425.829281,225.966725,1.884478,0.84759,75676,308.7638,0.810767,0.989429,0.811318,0.725088,0.005687,0.00097,0.525753,0.99077,CALI
41536,734.376,255.605812,207.072066,1.234381,0.58626,41861,229.967993,0.793111,0.992236,0.967827,0.899698,0.006154,0.002487,0.809456,0.999177,SEKER
41706,779.458,293.979372,181.367012,1.620909,0.787012,42292,230.438123,0.678201,0.986144,0.862627,0.783858,0.007049,0.001642,0.614434,0.995941,SIRA
58239,951.842,365.210706,204.632104,1.784719,0.828281,58994,272.309012,0.65917,0.987202,0.807782,0.745622,0.006271,0.001196,0.555952,0.992217,HOROZ
41139,747.774,277.991106,188.903905,1.471601,0.733646,41517,228.86634,0.74387,0.990895,0.924534,0.823287,0.006757,0.001915,0.677801,0.997452,SIRA
55517,895.616,340.809213,208.487842,1.634672,0.791056,56259,265.869216,0.676822,0.986811,0.869745,0.780112,0.006139,0.001402,0.608574,0.994819,SIRA
26442,602.609,219.862477,153.369014,1.433552,0.716519,26771,183.485694,0.713684,0.987711,0.915025,0.834548,0.008315,0.002488,0.69647,0.998426,DERMASON
30029,637.309,234.253384,163.94004,1.428897,0.714299,30398,195.535445,0.785421,0.987861,0.929075,0.834718,0.007801,0.002336,0.696754,0.995589,DERMASON
48551,830.623,314.284677,197.561522,1.590819,0.777723,49079,248.630354,0.75175,0.989242,0.884301,0.791099,0.006473,0.001564,0.625838,0.995595,SIRA
40552,754.842,276.909781,187.158295,1.479549,0.73701,41013,227.227661,0.798614,0.98876,0.894355,0.820584,0.006829,0.00191,0.673358,0.996265,SIRA
56906,949.645,392.108012,185.170102,2.117556,0.881469,57496,269.174608,0.813873,0.989738,0.792949,0.686481,0.00689,0.000944,0.471256,0.997911,HOROZ
28942,629.767,228.444917,161.601717,1.413629,0.706814,29328,191.963796,0.769325,0.986839,0.91702,0.840307,0.007893,0.002428,0.706115,0.998185,DERMASON
28735,626.796,237.55356,154.265672,1.539899,0.760453,29049,191.276079,0.797397,0.989191,0.919112,0.805191,0.008267,0.002144,0.648333,0.998368,DERMASON
72652,1058.689,394.593371,234.831816,1.680323,0.803634,73772,304.143715,0.738356,0.984818,0.814555,0.770778,0.005431,0.001182,0.594098,0.998277,BARBUNYA
46372,818.138,303.918274,195.0016,1.558542,0.767018,46866,242.986963,0.671183,0.989459,0.870588,0.799514,0.006554,0.001652,0.639223,0.996256,SIRA
25265,591.321,224.794266,143.573638,1.565707,0.769465,25562,179.355505,0.697928,0.988381,0.907993,0.797865,0.008897,0.002224,0.636589,0.996712,DERMASON
43133,772.6,287.509968,191.800221,1.499007,0.744961,43558,234.347266,0.769298,0.990243,0.908051,0.815093,0.006666,0.001815,0.664376,0.995905,SIRA
70533,1021.176,400.597671,226.524071,1.768455,0.824772,71786,299.675499,0.797659,0.982545,0.849965,0.748071,0.00568,0.001097,0.55961,0.989646,CALI
42219,769.884,288.777984,187.106085,1.543392,0.761705,42680,231.85103,0.8072,0.989199,0.895091,0.802869,0.00684,0.001753,0.644599,0.994869,SIRA
25061,594.405,222.778451,143.502316,1.552438,0.764901,25381,178.629942,0.708739,0.987392,0.89134,0.801828,0.008889,0.002267,0.642928,0.998105,DERMASON
40669,796.464,321.78398,162.709451,1.97766,0.86274,41539,227.555222,0.625436,0.979056,0.80564,0.707168,0.007912,0.001221,0.500086,0.989,HOROZ
52151,904.977,371.84857,178.990452,2.077477,0.876527,52608,257.683363,0.811676,0.991313,0.800198,0.692979,0.00713,0.001014,0.48022,0.997647,HOROZ
40552,741.016,276.357602,187.451284,1.47429,0.734792,40892,227.227661,0.819299,0.991685,0.928041,0.822223,0.006815,0.001921,0.676051,0.996696,DERMASON
41408,756.571,287.157679,184.127513,1.559559,0.767368,41755,229.613377,0.684656,0.99169,0.909065,0.799607,0.006935,0.001749,0.639372,0.997138,DERMASON
46625,785.298,281.115789,211.673285,1.328065,0.658049,46992,243.648915,0.735874,0.99219,0.950079,0.866721,0.006029,0.002099,0.751205,0.997649,SEKER
75389,1081.439,423.120484,231.357165,1.828863,0.837271,77225,309.819715,0.761444,0.976225,0.810054,0.732226,0.005612,0.000995,0.536155,0.980553,CALI
73076,1043.319,407.106751,230.326475,1.76752,0.824567,73830,305.029921,0.665646,0.989787,0.843627,0.749263,0.005571,0.001083,0.561395,0.992277,CALI
93186,1190.342,465.643871,259.778437,1.792465,0.829914,95733,344.453335,0.755178,0.973395,0.826451,0.739736,0.004997,0.000923,0.547209,0.980853,CALI
41848,762.055,282.053829,189.530564,1.488171,0.740582,42261,230.830086,0.812236,0.990227,0.905549,0.81839,0.00674,0.001865,0.669762,0.996721,SIRA
33180,670.488,240.969501,175.64504,1.371912,0.68461,33564,205.538532,0.774835,0.988559,0.927479,0.852965,0.007262,0.002371,0.727549,0.998133,SIRA
77939,1070.502,424.323535,236.126288,1.797019,0.830863,78917,315.015899,0.652837,0.987607,0.854653,0.742396,0.005444,0.00102,0.551151,0.990429,CALI
40168,737.07,256.077799,199.979202,1.280522,0.624617,40630,226.149256,0.796178,0.988629,0.929122,0.883127,0.006375,0.002392,0.779914,0.998697,SEKER
76759,1076.634,380.928689,256.757313,1.483614,0.738704,77956,312.622127,0.733203,0.984645,0.832153,0.820684,0.004963,0.001389,0.673522,0.999247,BARBUNYA
75720,1046.46,406.820721,238.382624,1.706587,0.810337,76733,310.499112,0.769395,0.986798,0.868911,0.763233,0.005373,0.001125,0.582525,0.99413,CALI
75375,1069.909,423.71254,228.625177,1.853307,0.841937,76234,309.790947,0.787568,0.988732,0.827453,0.731135,0.005621,0.000991,0.534558,0.9907,CALI
62766,996.026,346.520683,231.427946,1.497316,0.744285,63965,282.694452,0.702081,0.981255,0.795047,0.815808,0.005521,0.001508,0.665543,0.996528,BARBUNYA
43711,790.285,298.310198,187.162993,1.593852,0.778689,44153,235.912216,0.703484,0.989989,0.879495,0.790829,0.006825,0.001647,0.62541,0.996811,SIRA
68020,1007.399,396.924249,221.094104,1.795273,0.8305,69372,294.288555,0.753885,0.980511,0.842255,0.741422,0.005835,0.001088,0.549707,0.986875,CALI
56596,961.101,393.749813,183.497588,2.145804,0.884771,57291,268.440432,0.692306,0.987869,0.769941,0.681754,0.006957,0.000927,0.464788,0.997344,HOROZ
28679,632.306,245.106685,149.20659,1.642734,0.793369,28944,191.089604,0.777778,0.990844,0.901404,0.779618,0.008547,0.001948,0.607804,0.998461,DERMASON
44674,799.799,303.333114,187.967372,1.613754,0.78486,45111,238.496758,0.802796,0.990313,0.877613,0.786254,0.00679,0.001601,0.618195,0.997614,SIRA
41863,754.738,264.754534,202.142033,1.309745,0.645799,42324,230.871451,0.784113,0.989108,0.923523,0.872021,0.006324,0.002256,0.76042,0.995957,SEKER
68173,1030.906,368.816598,237.012312,1.556107,0.766177,69468,294.619347,0.771231,0.981358,0.806091,0.798823,0.00541,0.001359,0.638119,0.992982,BARBUNYA
31498,677.257,257.496603,156.238759,1.648097,0.794885,31982,200.261078,0.690004,0.984866,0.86295,0.777723,0.008175,0.001845,0.604853,0.996857,DERMASON
50788,860.561,328.26202,198.461104,1.654037,0.796543,51397,254.293708,0.762296,0.988151,0.861802,0.774667,0.006463,0.001436,0.600109,0.992602,SIRA
29063,628.813,238.288515,155.711011,1.530325,0.756965,29336,192.364656,0.697155,0.990694,0.92365,0.807276,0.008199,0.002148,0.651695,0.997305,DERMASON
31992,651.759,237.877929,171.943937,1.383462,0.691032,32237,201.825369,0.763751,0.9924,0.946405,0.848441,0.007436,0.002377,0.719852,0.995888,DERMASON
51734,920.246,385.140421,172.068121,2.238302,0.89465,52451,256.651076,0.755815,0.98633,0.767676,0.666383,0.007445,0.000906,0.444066,0.993955,HOROZ
61608,1002.53,357.78916,219.648331,1.628918,0.78938,62728,280.074529,0.800104,0.982145,0.770286,0.782792,0.005808,0.001345,0.612763,0.998142,BARBUNYA
35436,705.427,268.706604,168.303632,1.596559,0.779544,35850,212.411197,0.690653,0.988452,0.89485,0.790495,0.007583,0.001826,0.624882,0.997661,DERMASON
175387,1587.972,603.231804,372.207369,1.620687,0.786946,176888,472.556519,0.797228,0.991514,0.87402,0.783375,0.003439,0.000799,0.613676,0.994577,BOMBAY
69545,996.279,382.560388,232.859284,1.642882,0.793411,70165,297.569226,0.822784,0.991164,0.880469,0.777836,0.005501,0.001242,0.605029,0.993991,CALI
96343,1198.882,464.952441,264.967288,1.754754,0.821728,97272,350.239514,0.783111,0.990449,0.84232,0.75328,0.004826,0.000959,0.567431,0.995702,CALI
100846,1297.77,469.285655,274.42391,1.710076,0.8112,102015,358.331013,0.792036,0.988541,0.752442,0.763567,0.004653,0.000976,0.583034,0.997033,BARBUNYA
39949,763.431,264.160174,193.661698,1.364029,0.680097,40617,225.531919,0.757069,0.983554,0.861343,0.85377,0.006612,0.002167,0.728922,0.994271,DERMASON
47134,811.933,307.54098,195.457791,1.573439,0.772059,47608,244.975249,0.78039,0.990044,0.89847,0.796561,0.006525,0.00162,0.63451,0.998363,SIRA
27836,629.843,241.094399,147.336671,1.63635,0.791541,28143,188.260182,0.695865,0.989091,0.881763,0.780857,0.008661,0.001986,0.609737,0.997744,DERMASON
39261,714.215,243.405493,205.562735,1.184093,0.535512,39589,223.581434,0.779468,0.991715,0.967193,0.918555,0.0062,0.002723,0.843744,0.999072,SEKER
43188,790.801,294.991729,187.392704,1.57419,0.772309,43721,234.49663,0.738004,0.987809,0.867838,0.794926,0.00683,0.001682,0.631908,0.994743,SIRA
40067,724.428,245.509459,208.058081,1.180004,0.530868,40443,225.864758,0.764564,0.990703,0.959414,0.919984,0.006127,0.002708,0.84637,0.998721,SEKER
42463,796.355,308.32386,175.962439,1.752214,0.821154,43014,232.520044,0.671352,0.98719,0.841409,0.754142,0.007261,0.001449,0.568731,0.996538,SIRA
35968,719.739,267.84304,171.410508,1.562582,0.768403,36544,213.999719,0.71801,0.984238,0.872521,0.798974,0.007447,0.001872,0.63836,0.99749,DERMASON
75016,1044.314,407.403787,237.000222,1.719002,0.81338,76320,309.052322,0.811598,0.982914,0.864374,0.75859,0.005431,0.001109,0.575458,0.989214,CALI
43415,782.236,285.80826,193.764459,1.475029,0.735106,43835,235.11209,0.709581,0.990419,0.891608,0.822622,0.006583,0.00186,0.676707,0.998162,SIRA
86838,1185.231,402.677152,275.524308,1.461494,0.729265,88351,332.514023,0.708737,0.982875,0.776808,0.825758,0.004637,0.00133,0.681877,0.996559,BARBUNYA
44199,795.882,295.558061,191.013073,1.547318,0.763101,44673,237.225451,0.719315,0.98939,0.876849,0.802636,0.006687,0.001712,0.644224,0.99682,SIRA
64252,951.839,357.24252,230.739416,1.548251,0.76343,65192,286.021306,0.783408,0.985581,0.891188,0.800636,0.00556,0.001409,0.641018,0.992457,CALI
32992,670.474,243.447728,172.99939,1.407217,0.703574,33329,204.955407,0.730655,0.989889,0.922263,0.841887,0.007379,0.002287,0.708773,0.997398,DERMASON
46481,849.522,343.263705,173.975633,1.973056,0.862047,47264,243.272373,0.733,0.983433,0.809349,0.708704,0.007385,0.001149,0.502261,0.99099,HOROZ
46696,862.883,354.981027,168.054453,2.112298,0.880838,47259,243.834357,0.778228,0.988087,0.788108,0.686894,0.007602,0.001044,0.471823,0.996632,HOROZ
31361,666.114,244.45512,163.71787,1.493149,0.742609,31744,199.825087,0.737472,0.987935,0.888183,0.817431,0.007795,0.002147,0.668193,0.997711,DERMASON
36863,690.538,236.754221,198.358799,1.193566,0.545938,37161,216.645862,0.768459,0.991981,0.971461,0.915067,0.006423,0.002778,0.837347,0.999428,SEKER
70854,1063.859,442.277782,204.433969,2.163426,0.88676,71368,300.356646,0.607037,0.992798,0.786694,0.679113,0.006242,0.000819,0.461195,0.997761,HOROZ
41957,767.143,287.962974,186.166695,1.546802,0.762918,42310,231.130508,0.721543,0.991657,0.895904,0.80264,0.006863,0.001757,0.64423,0.996497,SIRA
74382,1073.257,413.319573,230.47941,1.793304,0.83009,75387,307.743568,0.791155,0.986669,0.811466,0.744566,0.005557,0.001053,0.554378,0.994168,CALI
36663,698.145,234.708144,199.093116,1.178886,0.529583,37092,216.057357,0.772259,0.988434,0.94525,0.920536,0.006402,0.002836,0.847387,0.998973,SEKER
56849,988.944,411.562719,176.282249,2.33468,0.903625,57601,269.039764,0.570275,0.986945,0.730448,0.653703,0.00724,0.000815,0.427328,0.997673,HOROZ
35739,699.446,259.867126,175.490728,1.480803,0.737534,36060,213.317388,0.719124,0.991098,0.918003,0.820871,0.007271,0.002037,0.673829,0.997808,DERMASON
73163,1064.874,419.724846,223.082687,1.881477,0.84706,73802,305.211443,0.788666,0.991342,0.810784,0.72717,0.005737,0.000989,0.528777,0.994881,CALI
39071,732.055,263.042509,190.010478,1.384358,0.691521,39545,223.039777,0.732297,0.988014,0.916172,0.847923,0.006732,0.002147,0.718973,0.995316,DERMASON
64654,956.994,359.566407,230.462355,1.560196,0.767587,65352,286.914673,0.708413,0.989319,0.887129,0.797946,0.005561,0.001391,0.636718,0.993405,CALI
43673,806.661,290.795934,193.194846,1.505195,0.747408,44349,235.809649,0.72057,0.984757,0.843414,0.810911,0.006658,0.001776,0.657577,0.989781,SIRA
38128,722.321,267.020581,182.495443,1.463163,0.729997,38567,220.331744,0.735906,0.988617,0.918319,0.825149,0.007003,0.002003,0.680871,0.996225,DERMASON
57516,957.43,340.92252,215.48918,1.582086,0.774906,58509,270.613462,0.690261,0.983028,0.788469,0.793768,0.005927,0.001452,0.630068,0.996822,BARBUNYA
48141,824.637,319.657079,193.304581,1.653645,0.796434,48811,247.578321,0.802043,0.986274,0.889609,0.774512,0.00664,0.001474,0.599869,0.99197,SIRA
79634,1074.55,415.756149,245.738903,1.691861,0.806624,80475,318.422923,0.782982,0.98955,0.866673,0.765889,0.005221,0.001108,0.586585,0.992421,CALI
38470,762.336,304.588947,162.011649,1.880043,0.846806,38914,221.317702,0.801826,0.98859,0.831839,0.726611,0.007918,0.001361,0.527964,0.992595,HOROZ
49442,824.19,310.616221,203.277167,1.528043,0.756121,49877,250.901394,0.813378,0.991279,0.914642,0.807754,0.006282,0.00165,0.652466,0.996996,SIRA
43409,796.222,289.739123,192.82901,1.50257,0.746374,44138,235.095843,0.726632,0.983484,0.860441,0.811405,0.006675,0.001785,0.658378,0.98926,SIRA
39898,714.231,239.75979,212.049882,1.130676,0.46668,40185,225.387913,0.780477,0.992858,0.982842,0.940057,0.006009,0.002895,0.883708,0.999187,SEKER
28206,625.882,241.586423,148.896257,1.622515,0.78749,28463,189.507242,0.70515,0.990971,0.904829,0.784428,0.008565,0.002,0.615328,0.998379,DERMASON
